userId,email,displayName,status,role,createdAt,avatarUrl,bio,coverUrl,lastOnlineAt,location,passwordHash,profileVisibility,updatedAt,school,major,cohort
U0037,user0037@example.com,Phan Quỳnh Tú,active,member,2026-02-22T10:40:49,https://example.com/avatar/u0037.jpg,"Quan tâm marketing, data và vận hành.",https://example.com/cover/u0037.jpg,2026-03-07T23:42:50,Huế,hash_u0037,friends,2026-03-17T13:39:04,ĐH Bách Khoa Hà Nội,Phân tích dữ liệu,45
U0038,user0038@example.com,Huỳnh Hiếu Sơn,active,member,2025-09-09T00:39:00,https://example.com/avatar/u0038.jpg,Thích khám phá cộng đồng mới.,https://example.com/cover/u0038.jpg,2026-02-21T10:50:50,Quảng Nam,hash_u0038,public,2026-01-04T16:16:29,ĐH Bách Khoa Hà Nội,CNTT,46
U0039,user0039@example.com,Hoàng Nhật Quang,active,member,2024-01-06T06:30:04,https://example.com/avatar/u0039.jpg,Thích học hỏi và kết nối.,https://example.com/cover/u0039.jpg,2025-04-12T18:40:37,Hà Nội,hash_u0039,friends,2025-12-16T16:14:38,ĐH FPT,Ngôn ngữ Anh,49
U0040,user0040@example.com,Phạm Thảo Trinh,active,member,2024-10-03T00:06:33,https://example.com/avatar/u0040.jpg,Đam mê công nghệ và sản phẩm số.,https://example.com/cover/u0040.jpg,2025-10-31T23:06:08,Đà Nẵng,hash_u0040,public,2025-04-23T00:52:28,ĐH Bách Khoa Hà Nội,Thương mại điện tử,45
U0041,user0041@example.com,Hoàng Tuấn Tú,active,member,2025-05-06T06:07:52,https://example.com/avatar/u0041.jpg,Yêu thích làm việc nhóm.,https://example.com/cover/u0041.jpg,2025-07-16T13:04:25,Nha Trang,hash_u0041,public,2025-09-20T05:27:11,ĐH Bách Khoa Hà Nội,Thương mại điện tử,47
U0042,user0042@example.com,Nguyễn Minh Trang,active,member,2024-01-07T13:11:27,https://example.com/avatar/u0042.jpg,Thích học hỏi và kết nối.,https://example.com/cover/u0042.jpg,2024-06-27T18:59:58,Nha Trang,hash_u0042,friends,2024-09-09T07:54:37,ĐH Kinh tế Đà Nẵng,Tài chính,48
U0043,user0043@example.com,Lê Hùng Thảo,active,member,2025-02-08T21:05:29,https://example.com/avatar/u0043.jpg,"Quan tâm marketing, data và vận hành.",https://example.com/cover/u0043.jpg,2026-01-11T03:04:53,Đà Nẵng,hash_u0043,public,2026-01-22T10:53:27,ĐH Bách Khoa Đà Nẵng,Kinh doanh,45
U0044,user0044@example.com,Ngô Phương Khoa,active,member,2025-04-09T00:32:27,https://example.com/avatar/u0044.jpg,"Thích đọc sách, chia sẻ kiến thức.",https://example.com/cover/u0044.jpg,2025-09-05T12:43:25,Nha Trang,hash_u0044,friends,2025-12-18T23:27:45,ĐH Bách Khoa Đà Nẵng,Tài chính,47
U0045,user0045@example.com,Trần Tú Hân,active,member,2024-12-18T15:36:36,https://example.com/avatar/u0045.jpg,Đam mê công nghệ và sản phẩm số.,https://example.com/cover/u0045.jpg,2025-01-24T13:26:34,Hà Nội,hash_u0045,public,2025-06-24T14:01:56,ĐH Duy Tân,Thiết kế,45
U0046,user0046@example.com,Võ Yến Long,active,member,2026-03-29T12:50:39,https://example.com/avatar/u0046.jpg,"Thích đọc sách, chia sẻ kiến thức.",https://example.com/cover/u0046.jpg,2026-03-30T00:58:40,TP.HCM,hash_u0046,friends,2026-03-31T17:52:15,ĐH Bách Khoa Đà Nẵng,Ngôn ngữ Anh,45
U0047,user0047@example.com,Lê Vy Uyên,active,member,2025-07-05T03:26:18,https://example.com/avatar/u0047.jpg,Đam mê công nghệ và sản phẩm số.,https://example.com/cover/u0047.jpg,2025-12-26T06:36:12,Nha Trang,hash_u0047,public,2026-03-01T00:21:53,ĐH Bách Khoa Hà Nội,Thương mại điện tử,48
U0048,user0048@example.com,Vũ Nhật Ngân,inactive,member,2024-10-11T22:29:40,https://example.com/avatar/u0048.jpg,Thích học hỏi và kết nối.,https://example.com/cover/u0048.jpg,2025-06-16T21:39:54,Hà Nội,hash_u0048,public,2024-11-20T18:42:04,ĐH Bách Khoa Đà Nẵng,Phân tích dữ liệu,49
U0049,user0049@example.com,Võ Thảo Uyên,active,member,2024-12-30T00:25:54,https://example.com/avatar/u0049.jpg,Thích học hỏi và kết nối.,https://example.com/cover/u0049.jpg,2025-10-24T12:29:44,Cần Thơ,hash_u0049,friends,2026-01-04T20:46:07,ĐH Duy Tân,Marketing,45
U0050,user0050@example.com,Võ Linh Chi,active,member,2025-07-26T13:31:19,https://example.com/avatar/u0050.jpg,"Quan tâm marketing, data và vận hành.",https://example.com/cover/u0050.jpg,2025-12-04T06:19:22,Đà Lạt,hash_u0050,friends,2026-03-30T17:02:49,ĐH Bách Khoa Hà Nội,Kinh doanh,47
U0051,user0051@example.com,Bùi Phúc Dũng,inactive,member,2024-02-23T15:13:02,https://example.com/avatar/u0051.jpg,"Thích đọc sách, chia sẻ kiến thức.",https://example.com/cover/u0051.jpg,2025-07-28T20:23:05,TP.HCM,hash_u0051,public,2024-05-06T05:53:11,ĐH Duy Tân,Ngôn ngữ Anh,45
U0052,user0052@example.com,Đặng Khánh Quỳnh,active,member,2026-02-21T21:03:13,https://example.com/avatar/u0052.jpg,"Quan tâm marketing, data và vận hành.",https://example.com/cover/u0052.jpg,2026-03-09T04:41:21,Cần Thơ,hash_u0052,friends,2026-03-21T04:11:25,ĐH Bách Khoa Hà Nội,Kinh doanh,46
U0053,user0053@example.com,Bùi Bảo Hà,active,member,2025-02-15T12:44:40,https://example.com/avatar/u0053.jpg,Đam mê công nghệ và sản phẩm số.,https://example.com/cover/u0053.jpg,2025-06-22T07:09:15,Huế,hash_u0053,public,2025-02-23T00:19:11,ĐH Kinh tế Đà Nẵng,Tài chính,46
U0054,user0054@example.com,Trần Ngọc Hân,active,member,2025-06-19T14:43:21,https://example.com/avatar/u0054.jpg,Thích khám phá cộng đồng mới.,https://example.com/cover/u0054.jpg,2025-12-13T14:00:22,TP.HCM,hash_u0054,friends,2026-02-25T13:32:12,ĐH Bách Khoa Hà Nội,Phân tích dữ liệu,48
U0055,user0055@example.com,Nguyễn Trinh Sơn,active,member,2026-02-23T09:46:32,https://example.com/avatar/u0055.jpg,"Quan tâm marketing, data và vận hành.",https://example.com/cover/u0055.jpg,2026-03-23T15:50:55,Huế,hash_u0055,public,2026-03-18T08:03:32,ĐH FPT,Kinh doanh,49
U0056,user0056@example.com,Vũ Uyên Ngọc,pending,member,2025-02-11T00:24:47,https://example.com/avatar/u0056.jpg,Thích học hỏi và kết nối.,https://example.com/cover/u0056.jpg,2025-04-19T06:17:00,Nha Trang,hash_u0056,private,2025-08-03T17:40:59,ĐH Kinh tế Đà Nẵng,Marketing,47
U0057,user0057@example.com,Võ Hân Bảo,active,member,2024-08-18T20:30:10,https://example.com/avatar/u0057.jpg,Đam mê công nghệ và sản phẩm số.,https://example.com/cover/u0057.jpg,2025-01-27T02:27:21,Nha Trang,hash_u0057,public,2025-11-12T22:27:27,ĐH Bách Khoa Hà Nội,CNTT,45
U0058,user0058@example.com,Phan Dũng Trang,active,member,2024-07-09T23:58:51,https://example.com/avatar/u0058.jpg,Thích khám phá cộng đồng mới.,https://example.com/cover/u0058.jpg,2025-03-03T13:17:26,Cần Thơ,hash_u0058,friends,2026-03-29T12:05:50,ĐH Bách Khoa Đà Nẵng,Ngôn ngữ Anh,46
U0059,user0059@example.com,Lê Chi Ngọc,active,member,2025-07-17T05:21:54,https://example.com/avatar/u0059.jpg,Đam mê công nghệ và sản phẩm số.,https://example.com/cover/u0059.jpg,2026-01-15T18:29:13,TP.HCM,hash_u0059,public,2025-08-22T03:13:01,ĐH FPT,Kinh doanh,49
U0060,user0060@example.com,Võ Tú Hòa,active,member,2024-07-11T12:07:17,https://example.com/avatar/u0060.jpg,"Quan tâm marketing, data và vận hành.",https://example.com/cover/u0060.jpg,2024-12-08T14:11:53,Đà Nẵng,hash_u0060,public,2024-09-26T04:52:10,ĐH Kinh tế TP.HCM,Thương mại điện tử,49
U0061,user0061@example.com,Đặng My Khánh,active,member,2024-12-13T10:40:06,https://example.com/avatar/u0061.jpg,"Thích đọc sách, chia sẻ kiến thức.",https://example.com/cover/u0061.jpg,2025-04-06T14:17:37,Cần Thơ,hash_u0061,public,2025-10-01T04:19:25,ĐH FPT,Thiết kế,49
U0062,user0062@example.com,Võ Yến Yến,active,member,2024-11-12T01:55:33,https://example.com/avatar/u0062.jpg,Thích học hỏi và kết nối.,https://example.com/cover/u0062.jpg,2025-09-29T15:39:07,Cần Thơ,hash_u0062,public,2025-07-07T21:52:14,ĐH Duy Tân,Phân tích dữ liệu,45
U0063,user0063@example.com,Hồ Nhi Quang,active,member,2024-02-06T04:28:01,https://example.com/avatar/u0063.jpg,Thích khám phá cộng đồng mới.,https://example.com/cover/u0063.jpg,2025-11-06T10:03:02,TP.HCM,hash_u0063,friends,2025-04-10T05:29:06,ĐH Kinh tế Đà Nẵng,Thương mại điện tử,46
U0064,user0064@example.com,Trần Uyên Chi,inactive,member,2024-06-12T08:28:40,https://example.com/avatar/u0064.jpg,"Quan tâm marketing, data và vận hành.",https://example.com/cover/u0064.jpg,2026-01-16T17:44:35,Quảng Nam,hash_u0064,public,2025-11-15T09:09:47,ĐH Duy Tân,Phân tích dữ liệu,46
U0065,user0065@example.com,Hoàng Quỳnh Dũng,active,member,2024-08-09T06:35:16,https://example.com/avatar/u0065.jpg,"Quan tâm marketing, data và vận hành.",https://example.com/cover/u0065.jpg,2025-04-28T17:51:32,Nha Trang,hash_u0065,public,2025-12-02T10:14:15,ĐH FPT,Phân tích dữ liệu,49
U0066,user0066@example.com,Hoàng Hà Tú,active,member,2024-12-14T13:13:24,https://example.com/avatar/u0066.jpg,Thích khám phá cộng đồng mới.,https://example.com/cover/u0066.jpg,2025-03-09T23:31:47,Quảng Nam,hash_u0066,public,2026-03-30T15:18:23,ĐH Duy Tân,CNTT,48
U0067,user0067@example.com,Đặng Tú Lan,active,member,2024-10-11T14:49:25,https://example.com/avatar/u0067.jpg,Thích học hỏi và kết nối.,https://example.com/cover/u0067.jpg,2026-01-22T02:58:35,Hà Nội,hash_u0067,public,2024-11-03T09:02:36,ĐH Duy Tân,Phân tích dữ liệu,48
U0068,user0068@example.com,Huỳnh Yến Lan,active,member,2024-04-25T19:03:50,https://example.com/avatar/u0068.jpg,Thích khám phá cộng đồng mới.,https://example.com/cover/u0068.jpg,2025-10-29T12:41:21,Cần Thơ,hash_u0068,public,2025-06-28T20:10:14,ĐH Bách Khoa Đà Nẵng,Phân tích dữ liệu,48
U0069,user0069@example.com,Đặng Chi Phúc,active,member,2025-07-03T11:14:11,https://example.com/avatar/u0069.jpg,"Quan tâm marketing, data và vận hành.",https://example.com/cover/u0069.jpg,2025-10-12T20:06:57,Cần Thơ,hash_u0069,public,2026-03-19T00:19:04,ĐH Bách Khoa Đà Nẵng,Marketing,47
U0070,user0070@example.com,Phạm Hòa Bình,active,member,2025-02-07T21:26:42,https://example.com/avatar/u0070.jpg,Yêu thích làm việc nhóm.,https://example.com/cover/u0070.jpg,2025-09-30T17:01:08,Nha Trang,hash_u0070,public,2025-07-19T16:18:15,ĐH Duy Tân,Thương mại điện tử,45
U0071,user0071@example.com,Lê Giang Tuấn,active,member,2025-12-28T01:33:45,https://example.com/avatar/u0071.jpg,Thích khám phá cộng đồng mới.,https://example.com/cover/u0071.jpg,2026-01-05T09:30:01,Hà Nội,hash_u0071,public,2026-02-08T07:16:31,ĐH Kinh tế TP.HCM,Ngôn ngữ Anh,49
U0072,user0072@example.com,Hoàng Nhật Lan,active,member,2026-03-03T00:23:53,https://example.com/avatar/u0072.jpg,Yêu thích làm việc nhóm.,https://example.com/cover/u0072.jpg,2026-03-09T00:49:22,Cần Thơ,hash_u0072,public,2026-03-06T15:36:33,ĐH Kinh tế Đà Nẵng,Marketing,49
U0073,user0073@example.com,Lê Tâm Hà,active,member,2024-09-07T10:42:51,https://example.com/avatar/u0073.jpg,"Thích đọc sách, chia sẻ kiến thức.",https://example.com/cover/u0073.jpg,2025-10-23T06:56:09,Hà Nội,hash_u0073,public,2026-04-01T17:26:43,ĐH Bách Khoa Hà Nội,CNTT,47
U0074,user0074@example.com,Bùi Giang Tuấn,active,member,2025-07-04T07:33:19,https://example.com/avatar/u0074.jpg,"Quan tâm marketing, data và vận hành.",https://example.com/cover/u0074.jpg,2026-02-27T19:22:04,Đà Nẵng,hash_u0074,friends,2025-10-05T21:36:01,ĐH Bách Khoa Hà Nội,Marketing,45
U0075,user0075@example.com,Võ Khánh Nhật,active,member,2024-05-11T07:27:17,https://example.com/avatar/u0075.jpg,Thích khám phá cộng đồng mới.,https://example.com/cover/u0075.jpg,2024-10-14T00:44:51,Quảng Nam,hash_u0075,public,2026-02-15T21:14:38,ĐH Bách Khoa Hà Nội,Kinh doanh,47
U0076,user0076@example.com,Đặng Đạt Hà,inactive,member,2025-04-23T21:49:05,https://example.com/avatar/u0076.jpg,Thích học hỏi và kết nối.,https://example.com/cover/u0076.jpg,2025-06-21T15:20:38,Đà Nẵng,hash_u0076,public,2025-11-09T02:23:11,ĐH Bách Khoa Hà Nội,Ngôn ngữ Anh,45
U0077,user0077@example.com,Bùi Khoa Nam,active,member,2025-09-12T13:08:25,https://example.com/avatar/u0077.jpg,"Quan tâm marketing, data và vận hành.",https://example.com/cover/u0077.jpg,2026-01-19T05:56:02,Huế,hash_u0077,friends,2025-12-05T10:51:44,ĐH FPT,Tài chính,48
U0078,user0078@example.com,Hoàng Uyên Giang,pending,member,2024-05-08T04:01:31,https://example.com/avatar/u0078.jpg,Yêu thích làm việc nhóm.,https://example.com/cover/u0078.jpg,2025-03-26T09:26:23,Cần Thơ,hash_u0078,public,2025-02-20T12:31:56,ĐH Duy Tân,Ngôn ngữ Anh,46
U0079,user0079@example.com,Hồ Sơn Yến,active,mentor,2026-02-28T12:31:30,https://example.com/avatar/u0079.jpg,"Thích đọc sách, chia sẻ kiến thức.",https://example.com/cover/u0079.jpg,2026-03-08T13:31:25,Đà Lạt,hash_u0079,public,2026-03-09T04:44:42,ĐH Bách Khoa Đà Nẵng,CNTT,46
U0080,user0080@example.com,Ngô Phương Khoa,active,member,2026-02-10T09:37:43,https://example.com/avatar/u0080.jpg,"Thích đọc sách, chia sẻ kiến thức.",https://example.com/cover/u0080.jpg,2026-03-06T00:02:55,Nha Trang,hash_u0080,public,2026-04-01T18:06:33,ĐH Duy Tân,Ngôn ngữ Anh,46
U0081,user0081@example.com,Đặng Quỳnh Dũng,active,member,2024-08-15T20:33:49,https://example.com/avatar/u0081.jpg,Thích học hỏi và kết nối.,https://example.com/cover/u0081.jpg,2025-12-29T14:16:54,Đà Lạt,hash_u0081,public,2025-08-05T20:14:49,ĐH Kinh tế TP.HCM,Phân tích dữ liệu,47
U0082,user0082@example.com,Đỗ Sơn Trang,active,member,2024-02-06T22:03:51,https://example.com/avatar/u0082.jpg,"Thích đọc sách, chia sẻ kiến thức.",https://example.com/cover/u0082.jpg,2025-04-22T23:13:11,Nha Trang,hash_u0082,friends,2024-03-18T01:55:23,ĐH Duy Tân,Ngôn ngữ Anh,49
U0083,user0083@example.com,Hoàng Tâm Tâm,active,member,2024-04-14T09:05:56,https://example.com/avatar/u0083.jpg,Đam mê công nghệ và sản phẩm số.,https://example.com/cover/u0083.jpg,2025-01-07T04:17:01,Huế,hash_u0083,public,2024-06-22T18:08:17,ĐH Duy Tân,CNTT,49
U0084,user0084@example.com,Phan Yến Chi,active,member,2024-02-01T19:14:32,https://example.com/avatar/u0084.jpg,Đam mê công nghệ và sản phẩm số.,https://example.com/cover/u0084.jpg,2025-10-29T01:27:21,Cần Thơ,hash_u0084,public,2025-08-18T15:37:30,ĐH Bách Khoa Hà Nội,Phân tích dữ liệu,47
