nodeId,nodeType,entityId,label
D_22cf3516-fa48-4f3a-9ec4-5ea97fbbdeb6,DOCUMENT,22cf3516-fa48-4f3a-9ec4-5ea97fbbdeb6,Cơ sở dữ liệu quan hệ
D_230c6334-097e-4939-ae99-213daad1f689,DOCUMENT,230c6334-097e-4939-ae99-213daad1f689,Lãnh đạo và ra quyết định
D_243ef3ee-1b13-4b8a-be17-651f21ce5724,DOCUMENT,243ef3ee-1b13-4b8a-be17-651f21ce5724,Nghiệp vụ lễ tân
D_2441d01e-0467-46d8-86e4-712e6b70bb38,DOCUMENT,2441d01e-0467-46d8-86e4-712e6b70bb38,Kinh tế phát triển bền vững
D_2671fad6-38e0-4cb3-994e-dbd8b4c2ed55,DOCUMENT,2671fad6-38e0-4cb3-994e-dbd8b4c2ed55,Quản trị vận hành
D_2cf9e8e2-b064-492b-aa6a-0bd9d11ad327,DOCUMENT,2cf9e8e2-b064-492b-aa6a-0bd9d11ad327,Từ vựng tiếng Anh du lịch
D_2def9892-fda5-4575-aaa5-3b80dfd24ca6,DOCUMENT,2def9892-fda5-4575-aaa5-3b80dfd24ca6,Vật liệu xây dựng
D_2f03d0e8-419c-4fe9-9650-dccd002f6b13,DOCUMENT,2f03d0e8-419c-4fe9-9650-dccd002f6b13,Học máy căn bản
D_2f17d5fb-48e0-4a83-8916-e11a97f3ee86,DOCUMENT,2f17d5fb-48e0-4a83-8916-e11a97f3ee86,Biến đổi khí hậu
D_322df307-1077-4bea-8e2f-290439107257,DOCUMENT,322df307-1077-4bea-8e2f-290439107257,Kế toán tài chính doanh nghiệp
D_35976ac5-1a40-4616-a15b-b6dbd7737262,DOCUMENT,35976ac5-1a40-4616-a15b-b6dbd7737262,Biên dịch văn bản chuyên ngành
D_35c645aa-5c6c-4721-9110-18d10ceea05a,DOCUMENT,35c645aa-5c6c-4721-9110-18d10ceea05a,Thị trường chứng khoán căn bản
D_36485519-e7f0-4359-9b8d-aba529586cd8,DOCUMENT,36485519-e7f0-4359-9b8d-aba529586cd8,Digital marketing tổng quan
D_365fda52-ea0d-4032-91b3-6ae938bdf323,DOCUMENT,365fda52-ea0d-4032-91b3-6ae938bdf323,Tổ chức sự kiện
D_3d0be74d-37f8-48a9-b90f-eb573d194120,DOCUMENT,3d0be74d-37f8-48a9-b90f-eb573d194120,Pháp luật về hợp đồng
D_3dceb68b-90d9-4b8d-a37c-fd2c2793b4d0,DOCUMENT,3dceb68b-90d9-4b8d-a37c-fd2c2793b4d0,Quản trị khách sạn
D_41483fa8-bff5-4ab9-90f2-bd50a1f8b325,DOCUMENT,41483fa8-bff5-4ab9-90f2-bd50a1f8b325,SEO và tối ưu nội dung
D_41cf5b51-55cd-4fc6-bbed-0f381eb68d46,DOCUMENT,41cf5b51-55cd-4fc6-bbed-0f381eb68d46,Quản trị chuỗi cung ứng
D_4201d45a-7149-41e3-bacd-96039a5e4d59,DOCUMENT,4201d45a-7149-41e3-bacd-96039a5e4d59,Lập báo cáo tài chính
D_42556576-85c8-45f3-b1d0-993e223f1982,DOCUMENT,42556576-85c8-45f3-b1d0-993e223f1982,Kiểm soát nhiễm khuẩn
D_427e81a8-2125-43bb-8de9-5a44db77b9ff,DOCUMENT,427e81a8-2125-43bb-8de9-5a44db77b9ff,Kinh tế vĩ mô ứng dụng
D_42ce5baf-d949-4713-b90b-10173e42d6b8,DOCUMENT,42ce5baf-d949-4713-b90b-10173e42d6b8,Lập trình Python cơ bản
D_43d79757-0aaf-4816-ab6a-457bc89bd175,DOCUMENT,43d79757-0aaf-4816-ab6a-457bc89bd175,Phân tích hành vi khách hàng
D_44104be7-0792-4d99-994f-e9418663d0bb,DOCUMENT,44104be7-0792-4d99-994f-e9418663d0bb,Phiên dịch căn bản
D_45f2cf36-ae4d-4824-850d-4a9c8a2d8ab8,DOCUMENT,45f2cf36-ae4d-4824-850d-4a9c8a2d8ab8,Chu trình kế toán bán hàng
D_46214677-b556-43e4-8396-4f307a29a194,DOCUMENT,46214677-b556-43e4-8396-4f307a29a194,Pháp luật về bảo vệ dữ liệu cá nhân
D_473d7a83-5812-4dcb-9b6a-11da4b51cf6e,DOCUMENT,473d7a83-5812-4dcb-9b6a-11da4b51cf6e,Thiết kế kiến trúc cơ sở
D_483eadd5-1e3b-425e-8817-cb8c5e79dc98,DOCUMENT,483eadd5-1e3b-425e-8817-cb8c5e79dc98,Luật dân sự căn bản
D_4d427e67-f6da-4163-8be9-c0f9052006bc,DOCUMENT,4d427e67-f6da-4163-8be9-c0f9052006bc,Luật sở hữu trí tuệ
D_4d950945-d12e-4c17-8475-5c774e93abd6,DOCUMENT,4d950945-d12e-4c17-8475-5c774e93abd6,Nhập môn truyền thông đại chúng
D_4fc2fc6f-f634-497a-bfa4-321b434d8512,DOCUMENT,4fc2fc6f-f634-497a-bfa4-321b434d8512,Cấu trúc dữ liệu và giải thuật
D_5301c4c8-78e8-490f-b74a-7fb0a4607061,DOCUMENT,5301c4c8-78e8-490f-b74a-7fb0a4607061,Marketing du lịch
D_541755ce-e900-4afe-9ff4-0962f61215fb,DOCUMENT,541755ce-e900-4afe-9ff4-0962f61215fb,Nguyên lý kế toán
D_551f127d-183d-49ca-ac84-cb8bfb267dfe,DOCUMENT,551f127d-183d-49ca-ac84-cb8bfb267dfe,Quản lý chất thải rắn
D_56ebfdfe-13dc-473c-bdea-ab78970246f8,DOCUMENT,56ebfdfe-13dc-473c-bdea-ab78970246f8,Báo cáo thực tập-LeXuanNgoc
D_587dcd42-7780-4f43-b453-0e1fab1b3e7e,DOCUMENT,587dcd42-7780-4f43-b453-0e1fab1b3e7e,Chính sách môi trường
D_595c61a2-34b8-4bd3-aa08-2ec54fcb5799,DOCUMENT,595c61a2-34b8-4bd3-aa08-2ec54fcb5799,Tâm lý học giáo dục
D_598fa544-3b2d-46b2-9f45-8e39f3e44e86,DOCUMENT,598fa544-3b2d-46b2-9f45-8e39f3e44e86,Quảng cáo trực tuyến
D_599047f9-4e67-4a09-894d-2106ff62e962,DOCUMENT,599047f9-4e67-4a09-894d-2106ff62e962,Đàm phán trong kinh doanh
D_5b444de1-041d-4dfe-8794-5b8d6d695b72,DOCUMENT,5b444de1-041d-4dfe-8794-5b8d6d695b72,Y học dự phòng
D_5b843d16-6109-4be5-b9c7-1c8a3907c246,DOCUMENT,5b843d16-6109-4be5-b9c7-1c8a3907c246,Quản trị học đại cương
D_5bb258e6-51e3-4387-bff7-72a9099f3196,DOCUMENT,5bb258e6-51e3-4387-bff7-72a9099f3196,Quản trị nguồn nhân lực
D_5de90982-430e-4763-a587-4ca9605d98de,DOCUMENT,5de90982-430e-4763-a587-4ca9605d98de,Nghiên cứu khoa học giáo dục
D_5f007317-71f2-454b-8d9f-c57e83bf2904,DOCUMENT,5f007317-71f2-454b-8d9f-c57e83bf2904,Kế toán quản trị
D_5f254548-d471-443c-95eb-6b888aee6a6f,DOCUMENT,5f254548-d471-443c-95eb-6b888aee6a6f,Kỹ năng viết tin
D_62bd7d87-6404-4c37-83c1-f138cd5b50c7,DOCUMENT,62bd7d87-6404-4c37-83c1-f138cd5b50c7,Fintech và ngân hàng số
D_63cd4a44-8115-4e94-8362-247d0aa7312c,DOCUMENT,63cd4a44-8115-4e94-8362-247d0aa7312c,Chăm sóc sức khỏe cộng đồng
D_646b9f9c-2bca-479d-858b-7d4f549b47ea,DOCUMENT,646b9f9c-2bca-479d-858b-7d4f549b47ea,Xây dựng kế hoạch truyền thông
D_64aaf023-ca40-442b-a651-5c9e059b41f4,DOCUMENT,64aaf023-ca40-442b-a651-5c9e059b41f4,Kinh tế quốc tế căn bản
D_6c39cf00-34bd-4e17-90a5-6c4c33136169,DOCUMENT,6c39cf00-34bd-4e17-90a5-6c4c33136169,Đánh giá tác động môi trường
D_6f613816-33b2-4b9e-93a4-9d9900d343c4,DOCUMENT,6f613816-33b2-4b9e-93a4-9d9900d343c4,Đọc hiểu tài liệu chuyên ngành
D_70fcd063-74a9-4daa-90cd-b6b05e41f838,DOCUMENT,70fcd063-74a9-4daa-90cd-b6b05e41f838,Phân tích cung cầu thị trường
D_71391d80-04cb-4703-82bb-ac9a1ebf1036,DOCUMENT,71391d80-04cb-4703-82bb-ac9a1ebf1036,Điều dưỡng cơ bản
D_7368e5ca-20f7-48b8-be7d-14b57ee9606d,DOCUMENT,7368e5ca-20f7-48b8-be7d-14b57ee9606d,Ngữ pháp tiếng Anh học thuật
D_757f2f24-0772-41d1-831c-663ba865f948,DOCUMENT,757f2f24-0772-41d1-831c-663ba865f948,Đạo đức y sinh
D_779a59c6-7eb1-45a5-a414-ba5bad30e788,DOCUMENT,779a59c6-7eb1-45a5-a414-ba5bad30e788,Quan hệ công chúng
D_77c6b89b-75e2-4e84-8c19-cf8f96ac7331,DOCUMENT,77c6b89b-75e2-4e84-8c19-cf8f96ac7331,Phương pháp giảng dạy tích cực
D_799b7e06-22ec-4d2c-9347-23f316b7c4da,DOCUMENT,799b7e06-22ec-4d2c-9347-23f316b7c4da,Kinh tế số và đổi mới sáng tạo
D_7bb9d9b8-c63a-4c92-a097-23a236e5120f,DOCUMENT,7bb9d9b8-c63a-4c92-a097-23a236e5120f,K-Means From Theory to Practice (3)
D_7ef67d35-3b6e-48cc-b09c-8a72d129c965,DOCUMENT,7ef67d35-3b6e-48cc-b09c-8a72d129c965,Kịch bản truyền thông
D_82900a80-7d5c-4b30-b8a1-c8e25c488dc1,DOCUMENT,82900a80-7d5c-4b30-b8a1-c8e25c488dc1,Đọc bản vẽ kỹ thuật
D_83118496-3611-4c42-bd7c-659b8be796fb,DOCUMENT,83118496-3611-4c42-bd7c-659b8be796fb,Quan trắc môi trường
D_8420d486-7517-445c-aedd-fd989ce5962a,DOCUMENT,8420d486-7517-445c-aedd-fd989ce5962a,Thiết kế bài giảng điện tử
D_8d735e5f-e55c-4fc8-b82a-47dc025ddff2,DOCUMENT,8d735e5f-e55c-4fc8-b82a-47dc025ddff2,Kiểm soát nội bộ
D_8db7fa57-cdce-47aa-8a6d-636e99194f5d,DOCUMENT,8db7fa57-cdce-47aa-8a6d-636e99194f5d,Đánh giá mô hình học máy
D_906b706b-fd3b-40f2-87f4-88a1c178a37d,DOCUMENT,906b706b-fd3b-40f2-87f4-88a1c178a37d,Tiếng Hàn giao tiếp
D_913c9fed-9741-42fe-9107-1f7fde73520f,DOCUMENT,913c9fed-9741-42fe-9107-1f7fde73520f,Phân tích dữ liệu với Python
D_9580473f-8d79-4557-b2ef-dd777ff79035,DOCUMENT,9580473f-8d79-4557-b2ef-dd777ff79035,Tiền xử lý dữ liệu
D_98a7bc92-ec8b-42ec-8b20-fb1960d09657,DOCUMENT,98a7bc92-ec8b-42ec-8b20-fb1960d09657,Kết cấu bê tông cốt thép
D_992f8b5d-b81d-4f96-85c5-10aa8114a16b,DOCUMENT,992f8b5d-b81d-4f96-85c5-10aa8114a16b,Chăn nuôi gia súc
D_9980d707-fcb3-46d8-afe1-dae36a7d2a27,DOCUMENT,9980d707-fcb3-46d8-afe1-dae36a7d2a27,Sinh lý học người
D_99b6018e-6b5a-4136-9212-4ee12f38cfae,DOCUMENT,99b6018e-6b5a-4136-9212-4ee12f38cfae,Hành vi người tiêu dùng
D_9b1a8e18-78aa-445e-ab9a-445af8bbd5f0,DOCUMENT,9b1a8e18-78aa-445e-ab9a-445af8bbd5f0,Kỹ thuật phần mềm
D_9f0bc38f-909c-4d3d-8f17-344ec92e17b2,DOCUMENT,9f0bc38f-909c-4d3d-8f17-344ec92e17b2,Lý luận nhà nước và pháp luật
D_9fb2bdd3-a996-4109-b4ca-e20c45cd5595,DOCUMENT,9fb2bdd3-a996-4109-b4ca-e20c45cd5595,Kỹ năng viết luận tiếng Anh
D_a555935a-02a6-4ce2-9d72-570e946f730c,DOCUMENT,a555935a-02a6-4ce2-9d72-570e946f730c,Hướng dẫn du lịch
D_a6906984-7eb0-44cc-b2f2-6bb1b9812fb1,DOCUMENT,a6906984-7eb0-44cc-b2f2-6bb1b9812fb1,Phân tích truyền thông xã hội
D_a7ec3f25-5e79-4b7c-b532-49ff6707db7e,DOCUMENT,a7ec3f25-5e79-4b7c-b532-49ff6707db7e,Phát triển chương trình đào tạo
D_a92368f3-1594-44c3-a0ef-e2c9ededd979,DOCUMENT,a92368f3-1594-44c3-a0ef-e2c9ededd979,Nguyên lý kinh tế vi mô
D_ab71cfd9-a53b-41fa-a536-0141e78e550d,DOCUMENT,ab71cfd9-a53b-41fa-a536-0141e78e550d,Xử lý nước thải
D_ac7ca13b-1602-4184-9a80-0c3b7c5a332c,DOCUMENT,ac7ca13b-1602-4184-9a80-0c3b7c5a332c,Phân tích thiết kế hệ thống
D_b0f69d0a-4f8f-4da5-be53-2d4cb601b484,DOCUMENT,b0f69d0a-4f8f-4da5-be53-2d4cb601b484,Tiếng Nhật sơ cấp
D_b11b08d5-0afe-4036-8f3e-48281e29208b,DOCUMENT,b11b08d5-0afe-4036-8f3e-48281e29208b,Quản trị thương hiệu
D_b419f591-59cf-45b4-82cf-a2f93cc6bfd8,DOCUMENT,b419f591-59cf-45b4-82cf-a2f93cc6bfd8,Tâm lý học sức khỏe
D_b4fcdd5b-f1b6-4c03-83fa-1dafb3364448,DOCUMENT,b4fcdd5b-f1b6-4c03-83fa-1dafb3364448,An toàn lao động công trình
D_b55c9f3e-e8ca-4d3c-bddf-b6ce7a28d464,DOCUMENT,b55c9f3e-e8ca-4d3c-bddf-b6ce7a28d464,Quản trị chiến lược
D_b5723677-0423-488c-8628-3fb1c08817dd,DOCUMENT,b5723677-0423-488c-8628-3fb1c08817dd,Định giá doanh nghiệp
D_b62c2761-d09d-45e3-a632-2ec6e27a3b24,DOCUMENT,b62c2761-d09d-45e3-a632-2ec6e27a3b24,Thương mại điện tử căn bản
D_b6973d6a-dac4-4cb2-b687-edcf8f8cee73,DOCUMENT,b6973d6a-dac4-4cb2-b687-edcf8f8cee73,Quản lý điểm đến
D_b7d63658-7fb8-44b8-87af-da7faf2ca807,DOCUMENT,b7d63658-7fb8-44b8-87af-da7faf2ca807,Quản lý đất nông nghiệp
D_b813e5f6-f602-42cd-8f0e-5877d8883486,DOCUMENT,b813e5f6-f602-42cd-8f0e-5877d8883486,Nông nghiệp hữu cơ
D_bafa5d75-690b-492d-a01b-278c4e595289,DOCUMENT,bafa5d75-690b-492d-a01b-278c4e595289,Phân tích chi phí sản xuất
D_bb8a24a1-992d-4de9-a3c6-8f8e2e4dcd23,DOCUMENT,bb8a24a1-992d-4de9-a3c6-8f8e2e4dcd23,Mạng máy tính
D_bb97dd4f-3e16-4947-8e44-eef5bd0dbb5a,DOCUMENT,bb97dd4f-3e16-4947-8e44-eef5bd0dbb5a,Truyền thông đa phương tiện
D_bbaed1b3-0041-41b0-b115-20dc202d04a3,DOCUMENT,bbaed1b3-0041-41b0-b115-20dc202d04a3,Khai phá dữ liệu
D_be8359af-619b-4843-a1e6-18b02cdf0039,DOCUMENT,be8359af-619b-4843-a1e6-18b02cdf0039,Du lịch bền vững
D_bf231293-ef90-41b2-9ab4-f20954f1f3d0,DOCUMENT,bf231293-ef90-41b2-9ab4-f20954f1f3d0,Bảo vệ thực vật
D_c0392d74-5a17-41de-926c-fda8084e645c,DOCUMENT,c0392d74-5a17-41de-926c-fda8084e645c,Quản trị rủi ro tín dụng
D_c28ac61f-9258-40e5-9885-db79647bce04,DOCUMENT,c28ac61f-9258-40e5-9885-db79647bce04,Quy hoạch đô thị
D_c4a76d59-57ca-4a4b-b8f3-d20b1a3fb43b,DOCUMENT,c4a76d59-57ca-4a4b-b8f3-d20b1a3fb43b,Xử lý ngôn ngữ tự nhiên
D_c5237bfc-4c44-4b58-98d4-17c45451f443,DOCUMENT,c5237bfc-4c44-4b58-98d4-17c45451f443,Dược lý học đại cương
D_c6bebaff-81d7-43cd-9e28-4d5dea575806,DOCUMENT,c6bebaff-81d7-43cd-9e28-4d5dea575806,Quản lý dự án xây dựng
D_cbbe6703-c677-423b-bd48-238262073ee0,DOCUMENT,cbbe6703-c677-423b-bd48-238262073ee0,Dữ liệu lớn
D_cdd38fb9-9c6e-40e2-b030-98d40d8f82c7,DOCUMENT,cdd38fb9-9c6e-40e2-b030-98d40d8f82c7,Phân tích báo cáo tài chính
D_ce7a9f54-9811-4d19-aff0-18b91e325eb9,DOCUMENT,ce7a9f54-9811-4d19-aff0-18b91e325eb9,Sinh thái học ứng dụng
D_cf620ee2-7a27-4cc1-bd5a-57646c0687ee,DOCUMENT,cf620ee2-7a27-4cc1-bd5a-57646c0687ee,Văn hóa du lịch Việt Nam
D_d0d58c13-1539-4859-ae02-07ce947b87ea,DOCUMENT,d0d58c13-1539-4859-ae02-07ce947b87ea,Chiến lược marketing căn bản
D_d230b3d7-159e-46ed-be1c-26a2e9e27d46,DOCUMENT,d230b3d7-159e-46ed-be1c-26a2e9e27d46,Quản lý lớp học
D_d2e19d40-6375-4372-9a44-d7f0a90bc078,DOCUMENT,d2e19d40-6375-4372-9a44-d7f0a90bc078,Quản trị trải nghiệm khách hàng
D_d3e03c92-3664-4b89-8058-bbc895e8b256,DOCUMENT,d3e03c92-3664-4b89-8058-bbc895e8b256,Phát âm tiếng Anh
D_d63804ca-dea7-475d-8ee9-9b1161d491e8,DOCUMENT,d63804ca-dea7-475d-8ee9-9b1161d491e8,Luật doanh nghiệp
D_d849992b-1d38-41d0-8516-82432c98fbe1,DOCUMENT,d849992b-1d38-41d0-8516-82432c98fbe1,Quản trị dự án
D_daee73e1-786d-4769-9e50-543ce30c99dc,DOCUMENT,daee73e1-786d-4769-9e50-543ce30c99dc,Phân tích cạnh tranh ngành
D_dbf3b273-4584-427a-8c8d-0ebad4b8820f,DOCUMENT,dbf3b273-4584-427a-8c8d-0ebad4b8820f,Nghiên cứu thị trường
D_e07f54db-f75c-4f0e-afcf-c389b2ced1d2,DOCUMENT,e07f54db-f75c-4f0e-afcf-c389b2ced1d2,Mô hình dự báo
D_e0a83baa-67ea-4e08-907b-add7e0ab1748,DOCUMENT,e0a83baa-67ea-4e08-907b-add7e0ab1748,Khởi nghiệp và đổi mới sáng tạo
D_e157c45a-1e20-4687-bb6a-2b24bc6f180d,DOCUMENT,e157c45a-1e20-4687-bb6a-2b24bc6f180d,Trí tuệ nhân tạo nhập môn
D_e30480d6-280a-49d4-917a-5b3c8e12ecde,DOCUMENT,e30480d6-280a-49d4-917a-5b3c8e12ecde,Kế toán thuế thực hành
D_e34f73e6-e624-4c2e-8b7a-90a52e9eacb3,DOCUMENT,e34f73e6-e624-4c2e-8b7a-90a52e9eacb3,Luật hình sự căn bản
D_e3af0a11-ccd4-4819-b0a9-2e01f8b6378a,DOCUMENT,e3af0a11-ccd4-4819-b0a9-2e01f8b6378a,Dịch vụ nhà hàng
D_e5e05c41-64ee-4337-9803-9516ad359557,DOCUMENT,e5e05c41-64ee-4337-9803-9516ad359557,Trực quan hóa dữ liệu
D_ea349795-50ee-4e65-94cb-ed83014beeca,DOCUMENT,ea349795-50ee-4e65-94cb-ed83014beeca,Nghiệp vụ ngân hàng thương mại
D_ecb0c11d-7693-4815-b441-e1ebe2b96b3d,DOCUMENT,ecb0c11d-7693-4815-b441-e1ebe2b96b3d,Luật lao động
D_ee745a2c-62f9-47bc-9ba5-ecf02c55cab0,DOCUMENT,ee745a2c-62f9-47bc-9ba5-ecf02c55cab0,Quản lý danh mục đầu tư
D_efbec62e-632e-4c2d-9798-38176d760e6d,DOCUMENT,efbec62e-632e-4c2d-9798-38176d760e6d,Nông nghiệp thông minh
D_f11621a6-6e25-4218-ae57-3358daa1e040,DOCUMENT,f11621a6-6e25-4218-ae57-3358daa1e040,Đánh giá kết quả học tập
D_f36013d1-a256-402c-8ed1-ef220d82d7cf,DOCUMENT,f36013d1-a256-402c-8ed1-ef220d82d7cf,Tài chính cá nhân cho sinh viên
D_f408b298-4b16-4417-9096-0effa29191b0,DOCUMENT,f408b298-4b16-4417-9096-0effa29191b0,Điện toán đám mây
D_f5ebd7f2-27ec-45c8-a319-c25b1d39a606,DOCUMENT,f5ebd7f2-27ec-45c8-a319-c25b1d39a606,Công nghệ sau thu hoạch
D_f6ec24da-994b-4569-8fed-03244e651ca5,DOCUMENT,f6ec24da-994b-4569-8fed-03244e651ca5,Dinh dưỡng học ứng dụng
D_f85a8138-5368-4751-a163-910427631a74,DOCUMENT,f85a8138-5368-4751-a163-910427631a74,Năng lượng tái tạo
D_f8872ab3-f1dc-43a1-ac15-793841c20155,DOCUMENT,f8872ab3-f1dc-43a1-ac15-793841c20155,Phát triển ứng dụng web
D_f93b97e6-2654-4454-9a00-128272e73b6b,DOCUMENT,f93b97e6-2654-4454-9a00-128272e73b6b,Thiết kế tour du lịch
D_fab3cbd1-1ca2-4604-8d78-cf67c2441d0d,DOCUMENT,fab3cbd1-1ca2-4604-8d78-cf67c2441d0d,Lạm phát và chính sách tiền tệ
D_fe353cec-ca60-40a2-8b78-fcbebb068253,DOCUMENT,fe353cec-ca60-40a2-8b78-fcbebb068253,Tài chính doanh nghiệp nâng cao
D_fe4d1090-15fb-4c8d-b6bf-c67a9e1c0573,DOCUMENT,fe4d1090-15fb-4c8d-b6bf-c67a9e1c0573,Luật thương mại
M_an_toan_thong_tin,MAJOR,an_toan_thong_tin,An toàn thông tin
M_bao_ve_thuc_vat,MAJOR,bao_ve_thuc_vat,Bảo vệ thực vật
M_bien_oi_khi_hau,MAJOR,bien_oi_khi_hau,Biến đổi khí hậu
M_bien_phien_dich,MAJOR,bien_phien_dich,Biên phiên dịch
M_chan_nuoi,MAJOR,chan_nuoi,Chăn nuôi
M_cntt,MAJOR,cntt,CNTT
M_cong_nghe_thong_tin,MAJOR,cong_nghe_thong_tin,Công nghệ thông tin
M_cong_nghe_thuc_pham,MAJOR,cong_nghe_thuc_pham,Công nghệ thực phẩm
M_digital_marketing,MAJOR,digital_marketing,Digital Marketing
M_duoc_hoc,MAJOR,duoc_hoc,Dược học
M_giao_duc_tieu_hoc,MAJOR,giao_duc_tieu_hoc,Giáo dục tiểu học
M_he_thong_thong_tin,MAJOR,he_thong_thong_tin,Hệ thống thông tin
M_huong_dan_du_lich,MAJOR,huong_dan_du_lich,Hướng dẫn du lịch
M_ieu_duong,MAJOR,ieu_duong,Điều dưỡng
M_ke_toan,MAJOR,ke_toan,Kế toán
M_khoa_hoc_du_lieu,MAJOR,khoa_hoc_du_lieu,Khoa học dữ liệu
M_khoa_hoc_moi_truong,MAJOR,khoa_hoc_moi_truong,Khoa học môi trường
M_kiem_toan,MAJOR,kiem_toan,Kiểm toán
M_kien_truc,MAJOR,kien_truc,Kiến trúc
M_kinh_doanh_quoc_te,MAJOR,kinh_doanh_quoc_te,Kinh doanh quốc tế
M_kinh_te,MAJOR,kinh_te,Kinh tế
M_ky_thuat_phan_mem,MAJOR,ky_thuat_phan_mem,Kỹ thuật phần mềm
M_ky_thuat_xay_dung,MAJOR,ky_thuat_xay_dung,Kỹ thuật xây dựng
M_luat_dan_su,MAJOR,luat_dan_su,Luật dân sự
M_luat_kinh_te,MAJOR,luat_kinh_te,Luật kinh tế
M_luat_thuong_mai,MAJOR,luat_thuong_mai,Luật thương mại
M_marketing,MAJOR,marketing,Marketing
M_ngon_ngu_anh,MAJOR,ngon_ngu_anh,Ngôn ngữ Anh
M_ngon_ngu_han,MAJOR,ngon_ngu_han,Ngôn ngữ Hàn
M_ngon_ngu_nhat,MAJOR,ngon_ngu_nhat,Ngôn ngữ Nhật
M_nong_hoc,MAJOR,nong_hoc,Nông học
M_quan_he_cong_chung,MAJOR,quan_he_cong_chung,Quan hệ công chúng
M_quan_ly_giao_duc,MAJOR,quan_ly_giao_duc,Quản lý giáo dục
M_quan_ly_tai_nguyen,MAJOR,quan_ly_tai_nguyen,Quản lý tài nguyên
M_quan_ly_xay_dung,MAJOR,quan_ly_xay_dung,Quản lý xây dựng
M_quan_tri_du_lich,MAJOR,quan_tri_du_lich,Quản trị du lịch
M_quan_tri_khach_san,MAJOR,quan_tri_khach_san,Quản trị khách sạn
M_quan_tri_kinh_doanh,MAJOR,quan_tri_kinh_doanh,Quản trị kinh doanh
M_quan_tri_nhan_luc,MAJOR,quan_tri_nhan_luc,Quản trị nhân lực
M_su_pham,MAJOR,su_pham,Sư phạm
M_tai_chinh_ngan_hang,MAJOR,tai_chinh_ngan_hang,Tài chính ngân hàng
M_truyen_thong,MAJOR,truyen_thong,Truyền thông
M_truyen_thong_a_phuong_tien,MAJOR,truyen_thong_a_phuong_tien,Truyền thông đa phương tiện
M_y_khoa,MAJOR,y_khoa,Y khoa
M_y_te_cong_cong,MAJOR,y_te_cong_cong,Y tế công cộng
S_ai_hoc_bach_khoa_ha_noi,SCHOOL,ai_hoc_bach_khoa_ha_noi,Đại học Bách khoa Hà Nội
