userId,email,displayName,interests,school,major,cohort,role,status,profileVisibility
009b30e4-8476-5bff-9788-3eba1f513031,fb_2754@facebook-combined.local,Lý Hữu Hiếu,"Thích trò chuyện, làm việc nhóm và lan tỏa những điều hữu ích đến mọi người.",Đại học Hà Nội,Ngôn ngữ Anh,K45,USER,ACTIVE,PUBLIC
00a96d8a-ff7d-5cf6-8a6a-73772b68d632,fb_591@facebook-combined.local,Hồ Đức Bình,"Thích kết bạn, mở rộng mạng lưới quan hệ và học thêm từ những góc nhìn khác nhau.",Đại học Ngoại ngữ - ĐHQGHN,Ngôn ngữ Nhật,K44,USER,ACTIVE,PUBLIC
00cc3c12-60ad-5ea5-897e-d744cbf124d7,fb_4027@facebook-combined.local,Võ Hữu Linh,"Ưu tiên các mối quan hệ chân thành, giao tiếp rõ ràng và hỗ trợ lẫn nhau.",Đại học Sư phạm Kỹ thuật Đà Nẵng,Kỹ thuật phần mềm,K44,USER,ACTIVE,PUBLIC
00d77767-a619-5af7-95ce-155cf4ac7c8c,fb_235@facebook-combined.local,Mai Anh An,"Ưu tiên các mối quan hệ chân thành, giao tiếp rõ ràng và hỗ trợ lẫn nhau.",Đại học FPT,An toàn thông tin,K40,USER,ACTIVE,PUBLIC
00e44c59-923a-58f4-8e79-ed0f3da50c00,fb_1561@facebook-combined.local,Trần Nhật Duy,"Quan tâm đến công nghệ, học hỏi mỗi ngày và xây dựng cộng đồng tích cực.",Đại học Y Hà Nội,Y khoa,K41,USER,ACTIVE,PUBLIC
00f36831-1beb-5084-b5aa-a2ed98b43beb,fb_1636@facebook-combined.local,Đinh Thị Giang,"Thường xuyên tìm kiếm ý tưởng mới, kết nối mới và cơ hội hợp tác phù hợp.",Đại học Văn Lang,Digital Marketing,K43,USER,ACTIVE,PUBLIC
01045a52-efea-5ea7-a724-e315b3074a73,fb_300@facebook-combined.local,Nguyễn Phúc An,"Thường xuyên tìm kiếm ý tưởng mới, kết nối mới và cơ hội hợp tác phù hợp.",Đại học Điều dưỡng Nam Định,Điều dưỡng,K33,USER,ACTIVE,PUBLIC
010f3fa0-7363-56c5-91d5-3d221947ccae,fb_3498@facebook-combined.local,Phan Nhật Hương,"Thích trò chuyện, làm việc nhóm và lan tỏa những điều hữu ích đến mọi người.",Đại học Y tế Công cộng,Y tế công cộng,K45,USER,ACTIVE,PUBLIC
0113c712-dee6-57df-a6ae-2cf9993a5d6c,fb_3601@facebook-combined.local,Trần Gia Khang,"Quan tâm đến công nghệ, học hỏi mỗi ngày và xây dựng cộng đồng tích cực.",Đại học Kinh tế TP.HCM,Quản trị khách sạn,K40,USER,ACTIVE,PUBLIC
0144d145-90b7-58ad-97f8-55a15894765d,fb_3642@facebook-combined.local,Lê Thanh Khang,"Thích trò chuyện, làm việc nhóm và lan tỏa những điều hữu ích đến mọi người.",Đại học Mở TP.HCM,Biên phiên dịch,K44,USER,ACTIVE,PUBLIC
016424f5-e5ea-59a5-9f45-ecc85a370d18,fb_3156@facebook-combined.local,Đinh Đức Huy,"Thường xuyên tìm kiếm ý tưởng mới, kết nối mới và cơ hội hợp tác phù hợp.",Đại học Nông Lâm TP.HCM,Chăn nuôi,K39,USER,ACTIVE,PUBLIC
017de208-fc33-5b8c-bdee-069bae07fa69,fb_3034@facebook-combined.local,Lý Ngọc Huy,"Thích trò chuyện, làm việc nhóm và lan tỏa những điều hữu ích đến mọi người.",Đại học Văn hóa Hà Nội,Quản trị du lịch,K39,USER,ACTIVE,PUBLIC
018a87b8-ba58-5509-b778-92e973861ec8,fb_1427@facebook-combined.local,Võ Ngọc Duy,"Ưu tiên các mối quan hệ chân thành, giao tiếp rõ ràng và hỗ trợ lẫn nhau.",Đại học Tài nguyên và Môi trường TP.HCM,Biến đổi khí hậu,K43,USER,ACTIVE,PUBLIC
01916ef0-8d72-58b9-b12e-f72bae9a437d,fb_3807@facebook-combined.local,Võ Nhật Khang,"Thích kết bạn, mở rộng mạng lưới quan hệ và học thêm từ những góc nhìn khác nhau.",Đại học Điều dưỡng Nam Định,Điều dưỡng,K31,USER,ACTIVE,PUBLIC
01b24078-186a-571f-9395-ccc56dc41e1d,fb_1486@facebook-combined.local,Vũ Khánh Duy,"Yêu thích môi trường cởi mở, nơi mọi người có thể chia sẻ và phát triển cùng nhau.",Đại học Công nghệ - ĐHQGHN,Khoa học dữ liệu,K44,USER,ACTIVE,PUBLIC
01b25e20-f93b-55ab-a1a5-ed5509d9da29,fb_3146@facebook-combined.local,Vũ Đức Huy,"Thích trò chuyện, làm việc nhóm và lan tỏa những điều hữu ích đến mọi người.",Đại học Kinh tế TP.HCM,Quản trị khách sạn,K44,USER,ACTIVE,PUBLIC
01cfcfce-b462-5215-b5a1-1f0d83a0214b,fb_986@facebook-combined.local,Vũ Thị Dũng,"Thích trò chuyện, làm việc nhóm và lan tỏa những điều hữu ích đến mọi người.",Đại học Nông Lâm Huế,Bảo vệ thực vật,K38,USER,ACTIVE,PUBLIC
02148a26-70b3-5545-86c4-234e7f7f8d7e,fb_554@facebook-combined.local,Lý Anh Bình,"Thích trò chuyện, làm việc nhóm và lan tỏa những điều hữu ích đến mọi người.",Học viện Nông nghiệp Việt Nam,Nông học,K31,USER,ACTIVE,PUBLIC
0216fef8-d803-51b8-b8fe-8231370aaa3a,fb_231@facebook-combined.local,Hồ Anh An,"Thích kết bạn, mở rộng mạng lưới quan hệ và học thêm từ những góc nhìn khác nhau.",Đại học Kinh tế TP.HCM,Quản trị khách sạn,K38,USER,ACTIVE,PUBLIC
021ec712-ca03-5c96-8afb-b6dfdfa4d3d0,fb_678@facebook-combined.local,Phan Thị Châu,"Yêu thích môi trường cởi mở, nơi mọi người có thể chia sẻ và phát triển cùng nhau.",Đại học Công nghệ - ĐHQGHN,Khoa học dữ liệu,K45,USER,ACTIVE,PUBLIC
022053c2-4059-505f-9446-20200261e3f1,fb_3012@facebook-combined.local,Ngô Thanh Huy,"Thường xuyên tìm kiếm ý tưởng mới, kết nối mới và cơ hội hợp tác phù hợp.",Đại học Văn hóa Hà Nội,Quản trị du lịch,K33,USER,ACTIVE,PUBLIC
0232aec7-55d3-569c-9c32-79d8c76a2112,fb_1591@facebook-combined.local,Hồ Phúc Duy,"Thích kết bạn, mở rộng mạng lưới quan hệ và học thêm từ những góc nhìn khác nhau.",Đại học Kiến trúc TP.HCM,Quản lý xây dựng,K30,USER,ACTIVE,PUBLIC
02353ccd-8837-5966-b919-b6b6645036bf,fb_1532@facebook-combined.local,Ngô Bảo Duy,"Thường xuyên tìm kiếm ý tưởng mới, kết nối mới và cơ hội hợp tác phù hợp.",Đại học Hà Nội,Ngôn ngữ Anh,K37,USER,ACTIVE,PUBLIC
025155ef-6317-5c58-a013-5181d4314c1e,fb_1267@facebook-combined.local,Võ Phúc Dũng,"Ưu tiên các mối quan hệ chân thành, giao tiếp rõ ràng và hỗ trợ lẫn nhau.",Học viện Báo chí và Tuyên truyền,Truyền thông đa phương tiện,K33,USER,ACTIVE,PUBLIC
0253a85b-9f2b-5870-860e-a9cc5148db00,fb_3073@facebook-combined.local,Dương Hữu Huy,"Quan tâm đến công nghệ, học hỏi mỗi ngày và xây dựng cộng đồng tích cực.",Học viện Báo chí và Tuyên truyền,Truyền thông đa phương tiện,K41,USER,ACTIVE,PUBLIC
028a8bc4-924c-5af4-9981-3ce5e22385e0,fb_427@facebook-combined.local,Võ Quang Bình,"Ưu tiên các mối quan hệ chân thành, giao tiếp rõ ràng và hỗ trợ lẫn nhau.",Học viện Báo chí và Tuyên truyền,Truyền thông đa phương tiện,K44,USER,ACTIVE,PUBLIC
028ce10d-5a40-56b5-bdd9-e9e9e573a5fb,fb_1818@facebook-combined.local,Phan Khánh Giang,"Thích trò chuyện, làm việc nhóm và lan tỏa những điều hữu ích đến mọi người.",Đại học Y tế Công cộng,Y tế công cộng,K41,USER,ACTIVE,PUBLIC
0299d921-8dce-5b80-99fc-7d5237b9d707,fb_549@facebook-combined.local,Bùi Anh Bình,"Quan tâm đến bạn bè, cộng đồng và những hoạt động mang lại giá trị thực tế.",Đại học Tài chính - Marketing,Marketing,K30,USER,ACTIVE,PUBLIC
02a37b93-d326-58a5-af8d-15afe88dc1d3,fb_1957@facebook-combined.local,Trương Thị Hà,"Quan tâm đến bạn bè, cộng đồng và những hoạt động mang lại giá trị thực tế.",Đại học Lao động - Xã hội,Quản trị nhân lực,K30,USER,ACTIVE,PUBLIC
02c3b027-1fbe-577b-bf76-35ebbe4c8099,fb_695@facebook-combined.local,Mai Minh Châu,"Thích kết bạn, mở rộng mạng lưới quan hệ và học thêm từ những góc nhìn khác nhau.",Đại học Y Dược TP.HCM,Dược học,K43,USER,ACTIVE,PUBLIC
02c3d63e-7d7c-5607-a602-bd0eed573d5f,fb_2361@facebook-combined.local,Trần Thanh Hải,"Quan tâm đến công nghệ, học hỏi mỗi ngày và xây dựng cộng đồng tích cực.",Đại học Y Hà Nội,Y khoa,K35,USER,ACTIVE,PUBLIC
02c450d0-6d6e-5904-9252-5e5fd926c670,fb_2996@facebook-combined.local,Đinh Quang Huy,"Thường xuyên tìm kiếm ý tưởng mới, kết nối mới và cơ hội hợp tác phù hợp.",Đại học Nông Lâm Huế,Bảo vệ thực vật,K44,USER,ACTIVE,PUBLIC
02ef3a96-894b-5e3e-8f53-63a8d38b705b,fb_352@facebook-combined.local,Ngô Thị Bình,"Yêu thích kết nối, chia sẻ trải nghiệm và khám phá những mối quan hệ mới.",Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,Quản lý tài nguyên,K35,USER,ACTIVE,PUBLIC
02f15c09-24b8-5482-8590-e8f3bd8677a3,fb_927@facebook-combined.local,Võ Nhật Châu,"Thích kết bạn, mở rộng mạng lưới quan hệ và học thêm từ những góc nhìn khác nhau.",Học viện Báo chí và Tuyên truyền,Truyền thông đa phương tiện,K34,USER,ACTIVE,PUBLIC
03083369-9459-5fd4-978e-1eb4415a68f0,fb_2061@facebook-combined.local,Trần Ngọc Hà,"Quan tâm đến bạn bè, cộng đồng và những hoạt động mang lại giá trị thực tế.",Đại học Luật Hà Nội,Luật kinh tế,K43,USER,ACTIVE,PUBLIC
032b369d-4f64-5143-bcca-4cb8f3029d8e,fb_1324@facebook-combined.local,Hoàng Minh Duy,"Thường xuyên tìm kiếm ý tưởng mới, kết nối mới và cơ hội hợp tác phù hợp.",Đại học Kinh tế TP.HCM,Quản trị khách sạn,K38,USER,ACTIVE,PUBLIC
034a2cc0-2f06-56f4-8f4d-65fe883dde9e,fb_998@facebook-combined.local,Phan Thị Dũng,"Yêu thích môi trường cởi mở, nơi mọi người có thể chia sẻ và phát triển cùng nhau.",Đại học Văn hóa Hà Nội,Quản trị du lịch,K40,USER,ACTIVE,PUBLIC
034e5eaa-333f-54a6-b3bc-af51c5c5ba5a,fb_217@facebook-combined.local,Trương Khánh An,"Quan tâm đến công nghệ, học hỏi mỗi ngày và xây dựng cộng đồng tích cực.",Đại học Kinh tế - Luật,Kiểm toán,K34,USER,ACTIVE,PUBLIC
03549545-bf2c-5920-a7f4-a69f6d1ba534,fb_1852@facebook-combined.local,Ngô Bảo Giang,"Thường xuyên tìm kiếm ý tưởng mới, kết nối mới và cơ hội hợp tác phù hợp.",Đại học Kinh tế - Luật,Luật thương mại,K37,USER,ACTIVE,PUBLIC
038f56ee-9fb0-52d6-949b-d7c0372878ac,fb_2107@facebook-combined.local,Võ Hữu Hà,"Ưu tiên các mối quan hệ chân thành, giao tiếp rõ ràng và hỗ trợ lẫn nhau.",Học viện Nông nghiệp Việt Nam,Nông học,K30,USER,ACTIVE,PUBLIC
039b3ddc-1351-534b-9466-ee229777a0ce,fb_2928@facebook-combined.local,Đặng Minh Huy,"Yêu thích kết nối, chia sẻ trải nghiệm và khám phá những mối quan hệ mới.",Đại học Kiến trúc Hà Nội,Kiến trúc,K33,USER,ACTIVE,PUBLIC
03b2ef26-4072-5735-8208-380a6225fb84,fb_2227@facebook-combined.local,Võ Phúc Hà,"Ưu tiên các mối quan hệ chân thành, giao tiếp rõ ràng và hỗ trợ lẫn nhau.",Đại học Mở TP.HCM,Biên phiên dịch,K43,USER,ACTIVE,PUBLIC
03cfd650-638d-524e-90ff-aa3c76fac67c,fb_490@facebook-combined.local,Đỗ Tuấn Bình,"Thích trò chuyện, làm việc nhóm và lan tỏa những điều hữu ích đến mọi người.",Đại học Khoa học Xã hội và Nhân văn - ĐHQGHN,Quan hệ công chúng,K45,USER,ACTIVE,PUBLIC
03d60b93-b3b2-50c7-871a-846f31968bc6,fb_522@facebook-combined.local,Lê Khánh Bình,"Thích trò chuyện, làm việc nhóm và lan tỏa những điều hữu ích đến mọi người.",Đại học Luật TP.HCM,Luật dân sự,K31,USER,ACTIVE,PUBLIC
03debe28-16be-535a-9e38-a8606ecc5d83,fb_3168@facebook-combined.local,Đặng Nhật Huy,"Yêu thích kết nối, chia sẻ trải nghiệm và khám phá những mối quan hệ mới.",Đại học Tài nguyên và Môi trường Hà Nội,Khoa học môi trường,K35,USER,ACTIVE,PUBLIC
03f50aad-7872-5ba9-8152-75882b667e48,fb_1296@facebook-combined.local,Đinh Văn Duy,"Yêu thích kết nối, chia sẻ trải nghiệm và khám phá những mối quan hệ mới.",Đại học Kinh tế - Luật,Kiểm toán,K38,USER,ACTIVE,PUBLIC
03fe2a0a-2a10-5763-a5b6-b6935556476d,fb_2153@facebook-combined.local,Dương Anh Hà,"Quan tâm đến công nghệ, học hỏi mỗi ngày và xây dựng cộng đồng tích cực.",Đại học Mở TP.HCM,Biên phiên dịch,K44,USER,ACTIVE,PUBLIC
03ff4db9-eb0a-5365-97bf-26c63bcdb40b,fb_307@facebook-combined.local,Võ Phúc An,"Ưu tiên các mối quan hệ chân thành, giao tiếp rõ ràng và hỗ trợ lẫn nhau.",Đại học Kinh tế - Luật,Luật thương mại,K37,USER,ACTIVE,PUBLIC
041bf7e1-209c-5893-aaa9-6dc17723e371,fb_3573@facebook-combined.local,Dương Minh Khang,"Quan tâm đến bạn bè, cộng đồng và những hoạt động mang lại giá trị thực tế.",Học viện Nông nghiệp Việt Nam,Nông học,K39,USER,ACTIVE,PUBLIC
041ff5fb-fd29-5bd1-9f94-e391e905c9ee,fb_3162@facebook-combined.local,Lê Nhật Huy,"Thích trò chuyện, làm việc nhóm và lan tỏa những điều hữu ích đến mọi người.",Đại học Văn hóa Hà Nội,Quản trị du lịch,K41,USER,ACTIVE,PUBLIC
0432085c-15ba-524e-b4a7-1c3a6073edc3,fb_1048@facebook-combined.local,Đặng Gia Dũng,"Yêu thích kết nối, chia sẻ trải nghiệm và khám phá những mối quan hệ mới.",Đại học Văn Lang,Digital Marketing,K30,USER,ACTIVE,PUBLIC
044c171d-0148-51ba-938f-b7c8e6ee83ff,fb_2057@facebook-combined.local,Trương Thanh Hà,"Quan tâm đến công nghệ, học hỏi mỗi ngày và xây dựng cộng đồng tích cực.",Đại học Thương mại,Kinh doanh quốc tế,K43,USER,ACTIVE,PUBLIC
0466f57b-7296-5456-b3bb-58cc294ddb7d,fb_1368@facebook-combined.local,Đặng Gia Duy,"Yêu thích kết nối, chia sẻ trải nghiệm và khám phá những mối quan hệ mới.",Đại học Xây dựng Hà Nội,Kỹ thuật xây dựng,K41,USER,ACTIVE,PUBLIC
046cfd3b-1ac6-59d4-a0d6-c7cde3a7a21e,fb_2372@facebook-combined.local,Ngô Thanh Hải,"Thường xuyên tìm kiếm ý tưởng mới, kết nối mới và cơ hội hợp tác phù hợp.",Đại học Duy Tân,Hướng dẫn du lịch,K39,USER,ACTIVE,PUBLIC
047c1b5b-81eb-5483-a5f4-36cd2e01c024,fb_1157@facebook-combined.local,Trương Hữu Dũng,"Quan tâm đến bạn bè, cộng đồng và những hoạt động mang lại giá trị thực tế.",Học viện Công nghệ Bưu chính Viễn thông,Hệ thống thông tin,K32,USER,ACTIVE,PUBLIC
047df586-d044-5f53-9939-8cf5ec5f7368,fb_2936@facebook-combined.local,Đinh Minh Huy,"Yêu thích kết nối, chia sẻ trải nghiệm và khám phá những mối quan hệ mới.",Đại học Cần Thơ,Công nghệ thực phẩm,K37,USER,ACTIVE,PUBLIC
048ca391-a811-523f-8ffc-d2a24c07f9aa,fb_269@facebook-combined.local,Bùi Đức An,"Quan tâm đến bạn bè, cộng đồng và những hoạt động mang lại giá trị thực tế.",Đại học Quy Nhơn,Giáo dục tiểu học,K40,USER,ACTIVE,PUBLIC
04c039b7-b328-5c6f-8f06-8fa1e5b76a08,fb_810@facebook-combined.local,Đỗ Tuấn Châu,"Thích trò chuyện, làm việc nhóm và lan tỏa những điều hữu ích đến mọi người.",Đại học Sư phạm TP.HCM,Quản lý giáo dục,K44,USER,ACTIVE,PUBLIC
04cd631b-e9ef-5b2f-995f-237ea082c389,fb_2059@facebook-combined.local,Tạ Thanh Hà,"Ưu tiên các mối quan hệ chân thành, giao tiếp rõ ràng và hỗ trợ lẫn nhau.",Học viện Công nghệ Bưu chính Viễn thông,Hệ thống thông tin,K38,USER,ACTIVE,PUBLIC
04d0927a-83da-5856-994f-e1dd8d59eee2,fb_2531@facebook-combined.local,Hồ Nhật Hải,"Ưu tiên các mối quan hệ chân thành, giao tiếp rõ ràng và hỗ trợ lẫn nhau.",Đại học Nông Lâm TP.HCM,Chăn nuôi,K41,USER,ACTIVE,PUBLIC
04e4f452-8e47-5cc2-86fe-4cd32be68593,fb_2045@facebook-combined.local,Huỳnh Thanh Hà,"Quan tâm đến bạn bè, cộng đồng và những hoạt động mang lại giá trị thực tế.",Đại học Ngoại ngữ - ĐHQGHN,Ngôn ngữ Nhật,K31,USER,ACTIVE,PUBLIC
04f52696-b7fc-51a8-8a06-81d7a24023b4,fb_697@facebook-combined.local,Trương Minh Châu,"Quan tâm đến công nghệ, học hỏi mỗi ngày và xây dựng cộng đồng tích cực.",Học viện Ngân hàng,Tài chính ngân hàng,K37,USER,ACTIVE,PUBLIC
05117229-b460-558b-8bb6-2c325cc52ea5,fb_1406@facebook-combined.local,Vũ Thanh Duy,"Yêu thích môi trường cởi mở, nơi mọi người có thể chia sẻ và phát triển cùng nhau.",Đại học Kinh tế TP.HCM,Quản trị khách sạn,K33,USER,ACTIVE,PUBLIC
05122d6b-cbab-5289-8508-78e3f2e8157a,fb_891@facebook-combined.local,Hồ Bảo Châu,"Ưu tiên các mối quan hệ chân thành, giao tiếp rõ ràng và hỗ trợ lẫn nhau.",Đại học Tài chính - Marketing,Marketing,K32,USER,ACTIVE,PUBLIC
05143975-339c-59fd-b25f-440271f2390d,fb_3130@facebook-combined.local,Đỗ Bảo Huy,"Thích trò chuyện, làm việc nhóm và lan tỏa những điều hữu ích đến mọi người.",Học viện Ngân hàng,Tài chính ngân hàng,K42,USER,ACTIVE,PUBLIC
0514fdd1-e496-51ce-a90e-53c956e8ebab,fb_1497@facebook-combined.local,Trương Khánh Duy,"Quan tâm đến công nghệ, học hỏi mỗi ngày và xây dựng cộng đồng tích cực.",Đại học Khoa học Tự nhiên - ĐHQG TP.HCM,Quản lý tài nguyên,K33,USER,ACTIVE,PUBLIC
05201d98-4251-5ba7-a954-7412a451f6e3,fb_2204@facebook-combined.local,Hoàng Nhật Hà,"Thường xuyên tìm kiếm ý tưởng mới, kết nối mới và cơ hội hợp tác phù hợp.",Đại học Quy Nhơn,Giáo dục tiểu học,K37,USER,ACTIVE,PUBLIC
056b6fcb-5bd9-5a71-b15c-1d0a1115abfa,fb_3366@facebook-combined.local,Vũ Tuấn Hương,"Yêu thích môi trường cởi mở, nơi mọi người có thể chia sẻ và phát triển cùng nhau.",Học viện Ngân hàng,Tài chính ngân hàng,K42,USER,ACTIVE,PUBLIC
057959f4-89ea-55f2-9c53-262bd7ff0e7a,fb_1971@facebook-combined.local,Hồ Minh Hà,"Ưu tiên các mối quan hệ chân thành, giao tiếp rõ ràng và hỗ trợ lẫn nhau.",Đại học Kinh tế TP.HCM,Kế toán,K45,USER,ACTIVE,PUBLIC
059ba32e-fc5a-5f85-b46e-8b9c24bf867d,fb_121@facebook-combined.local,Trần Thanh An,"Quan tâm đến công nghệ, học hỏi mỗi ngày và xây dựng cộng đồng tích cực.",Đại học Kinh tế TP.HCM,Kế toán,K39,USER,ACTIVE,PUBLIC
059f5c23-8432-56d0-985d-fdf4a7b4a5ce,fb_1192@facebook-combined.local,Ngô Anh Dũng,"Yêu thích kết nối, chia sẻ trải nghiệm và khám phá những mối quan hệ mới.",Đại học Cần Thơ,Công nghệ thực phẩm,K40,USER,ACTIVE,PUBLIC
05a37810-bb3f-5ab9-bbfb-2c102d81a6cb,fb_1171@facebook-combined.local,Hồ Khánh Dũng,"Ưu tiên các mối quan hệ chân thành, giao tiếp rõ ràng và hỗ trợ lẫn nhau.",Đại học Điều dưỡng Nam Định,Điều dưỡng,K41,USER,ACTIVE,PUBLIC
05a64290-b2e6-519c-bfa8-a2b345f68162,fb_2551@facebook-combined.local,Hồ Phúc Hải,"Thích kết bạn, mở rộng mạng lưới quan hệ và học thêm từ những góc nhìn khác nhau.",Học viện Báo chí và Tuyên truyền,Truyền thông đa phương tiện,K40,USER,ACTIVE,PUBLIC
05abcadc-51b4-5661-9097-41b511f12dd7,fb_3945@facebook-combined.local,Huỳnh Quang Linh,"Quan tâm đến công nghệ, học hỏi mỗi ngày và xây dựng cộng đồng tích cực.",Học viện Nông nghiệp Việt Nam,Nông học,K31,USER,ACTIVE,PUBLIC
05bc2d78-efd2-5e04-83ea-d3717bf8b165,fb_1862@facebook-combined.local,Lê Đức Giang,"Yêu thích môi trường cởi mở, nơi mọi người có thể chia sẻ và phát triển cùng nhau.",Đại học Xây dựng Hà Nội,Kỹ thuật xây dựng,K44,USER,ACTIVE,PUBLIC
05c0efe2-84bd-536c-84fa-b3a64be39224,fb_216@facebook-combined.local,Đinh Khánh An,"Yêu thích kết nối, chia sẻ trải nghiệm và khám phá những mối quan hệ mới.",Đại học Kiến trúc Hà Nội,Kiến trúc,K36,USER,ACTIVE,PUBLIC
05c723c3-225e-5c85-bae6-f699068ab6d0,fb_3153@facebook-combined.local,Dương Đức Huy,"Quan tâm đến công nghệ, học hỏi mỗi ngày và xây dựng cộng đồng tích cực.",Đại học Tài nguyên và Môi trường TP.HCM,Biến đổi khí hậu,K39,USER,ACTIVE,PUBLIC
05f3f28d-2a22-5364-888d-b4ff38f61a5d,fb_3417@facebook-combined.local,Trương Khánh Hương,"Quan tâm đến công nghệ, học hỏi mỗi ngày và xây dựng cộng đồng tích cực.",Đại học Công nghệ - ĐHQGHN,Khoa học dữ liệu,K40,USER,ACTIVE,PUBLIC
060a225b-acf9-589e-a05a-6873c033fab1,fb_3683@facebook-combined.local,Phạm Tuấn Khang,"Ưu tiên các mối quan hệ chân thành, giao tiếp rõ ràng và hỗ trợ lẫn nhau.",Đại học Sư phạm Hà Nội,Sư phạm,K35,USER,ACTIVE,PUBLIC
0610a70f-3c5b-502a-b848-6f2df4ef7f26,fb_3104@facebook-combined.local,Hoàng Anh Huy,"Yêu thích kết nối, chia sẻ trải nghiệm và khám phá những mối quan hệ mới.",Đại học Kinh tế TP.HCM,Kế toán,K35,USER,ACTIVE,PUBLIC
062a52c6-0d94-5b56-98dc-42d0e775b4ea,fb_878@facebook-combined.local,Phan Anh Châu,"Yêu thích môi trường cởi mở, nơi mọi người có thể chia sẻ và phát triển cùng nhau.",Đại học Văn hóa Hà Nội,Quản trị du lịch,K37,USER,ACTIVE,PUBLIC
06374cff-1521-4f8e-ac05-9b6a45d9d794,feedcheck6@example.com,Feed Check,null,Đại học Ngoại ngữ - ĐHQGHN,Ngôn ngữ Nhật,K41,USER,ACTIVE,PUBLIC
0643efe8-3981-578c-b666-4ada36f4d916,fb_2710@facebook-combined.local,Đỗ Ngọc Hiếu,"Yêu thích môi trường cởi mở, nơi mọi người có thể chia sẻ và phát triển cùng nhau.",Đại học Khoa học Xã hội và Nhân văn - ĐHQGHN,Quan hệ công chúng,K35,USER,ACTIVE,PUBLIC
